id,title,publisher,source_portal,country,uk_nation,domain,subdomain,research_roles,methods_supported,spatial_scale,temporal_resolution,coverage,formats,access_type,licence,authority_level,landing_url,link_type,verification_state,variables,notes,last_catalogue_review
inq-0480,Senedd Cymru Constituencies Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Senedd+Cymru+Constituencies+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0481,Senedd Cymru Electoral Regions Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Senedd+Cymru+Electoral+Regions+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0482,Scottish Parliamentary Constituencies Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Scottish+Parliamentary+Constituencies+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0483,Scottish Parliamentary Regions Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Scottish+Parliamentary+Regions+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0484,Westminster Parliamentary Constituencies Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Westminster+Parliamentary+Constituencies+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0485,International Territorial Levels Level 1 Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=International+Territorial+Levels+Level+1+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0486,International Territorial Levels Level 2 Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=International+Territorial+Levels+Level+2+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0487,International Territorial Levels Level 3 Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=International+Territorial+Levels+Level+3+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0488,NUTS 1 Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=NUTS+1+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0489,NUTS 2 Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=NUTS+2+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0490,NUTS 3 Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=NUTS+3+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0491,LAU 1 Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=LAU+1+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0492,LAU 2 Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=LAU+2+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0493,Cancer Alliances Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Cancer+Alliances+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0494,Integrated Care Boards Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Integrated+Care+Boards+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0495,ONS Postcode Directory (August 2026),Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Postcode directory,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=ONS+Postcode+Directory+%28August+2026%29,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0496,ONS Postcode Directory (May 2026),Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Postcode directory,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=ONS+Postcode+Directory+%28May+2026%29,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0497,ONS Postcode Directory (February 2026),Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Postcode directory,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=ONS+Postcode+Directory+%28February+2026%29,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0498,ONS Postcode Directory (November 2025),Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Postcode directory,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=ONS+Postcode+Directory+%28November+2025%29,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0499,ONS Postcode Directory (August 2025),Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Postcode directory,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=ONS+Postcode+Directory+%28August+2025%29,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
